Name,Department,Rating,Would Take Again,Difficulty Level
Fumio Matsumura,Biochem. Molecular Biology,5.0,100%,3
Alexander Walter,English,2.6,43%,3.6
Julia Schneider,Business,0.0,N/A,0
Tom Banks,Physics,5.0,100%,1
Robert Laugwitz,Mathematics,3.6,60%,3.1
Thomas Dixon,Religion,5.0,100%,2.5
Laurie Hills,Sociology,0.0,N/A,0
Nicholas Danis,Linguistics,1.0,0%,1
Sedrick Chisom,Art Design,5.0,100%,4
Gabriella D'Arcangelo,Cell Biology Neuroanatomy,5.0,100%,2.5
Bryce Nickels,Biochem. Molecular Biology,3.0,67%,4.5
Anita Wemple,Social Work,1.0,0%,2
Leslie Ince,Social Work,1.0,0%,2
Basim Al-Ghizawi,English,3.0,0%,4
Eitan Greenshtein,Statistics,2.0,0%,4
Franklin Moon,Engineering,5.0,100%,2.5
James Greene,Mathematics,3.6,64%,3.8
Robert Sherrel,Marine Sciences,0.0,N/A,0
Pat Wyr,Social Science,5.0,100%,2
moo ra,Computer Science,0.0,N/A,0
Bob Dowden,Clinical Laboratory Sciences,0.0,N/A,0
Jenny Weston,English,5.0,100%,3
Eli Silk,Education,4.0,100%,3
Shelby Holliman,Communication,3.3,67%,3.7
Marisa Williamson,Fine Arts,0.0,N/A,0
Edward Lipman Jr,Economics,3.5,67%,3.5
Molin Peter,English,0.0,N/A,0
Colleen Maguire,Social Work,1.0,0%,5
Haoran Zhang,Chemical Biological Engin.,0.0,N/A,0
Joseph Palmer,Mathematics,4.6,91%,3
Talia Bennet,English,0.0,N/A,0
Kat Lupo,Writing,0.0,N/A,0
Andrea Blandford,English,3.7,100%,4
Xumin Jiang,Mathematics,4.4,93%,3.5
Jason Gulya,English,4.8,100%,2.5
Ted Sider,Philosophy,4.8,94%,3.1
Dorayotta Mozes,English,0.0,N/A,0
Tiziano Cherubini,English,5.0,100%,3.5
Maureen Swan,Business,5.0,100%,1
Hiromi Kaneda,Italian,1.9,15%,3.6
Becca Klaver,English,4.5,100%,3
Simon Goldstein,Mathematics,0.0,N/A,0
Theresa Simpson,Public Health,1.8,20%,2.6
Crystal Zelman,Social Work,0.0,N/A,0
Eilis Kierans,Italian,5.0,100%,2
Sjvon Chung,Mathematics,0.0,N/A,0
Robinson McClellan,Music,3.5,67%,2.3
Mary Trigg,Womens Gender Studies,4.0,100%,2
Janice Aloi,Nursing,5.0,100%,1
Peter Mursic,Business,2.7,59%,1.8
Emily Van Buskirk,Russian,3.3,67%,2.7
Charles File,Information Technology,0.0,N/A,0
Chuck Gartner,Marketing,0.0,N/A,0
Frank Felder,Public Health,4.0,100%,1.8
Delores Benn,Nursing,2.0,0%,2
Joyceann Fileccia,Nursing,0.0,N/A,0
Fredrika Thelandersson,Communication,3.6,100%,1.4
Rick Hale,Classics,3.5,50%,4.5
Jalaj Desai,Mathematics,5.0,100%,2.9
Ali Ghofrani,Engineering,0.0,100%,0
Aruba Anjum,Psychology,3.0,50%,3
Debashish Bhattacharya,Genetics,0.0,N/A,0
Judah Bernstein,Judaic Studies,4.0,100%,3
Daniel Brooks,Russian,5.0,100%,3
Lynne Trabachino,Meteorology,4.5,100%,2
Andrew Greve,Political Science,0.0,N/A,0
Sheila Zegarra,Political Science,5.0,100%,1
Noah Flora,English,2.0,0%,4
Kim Sinae,Public Health,1.0,0%,5
Jacquelynn Duron,Social Work,1.0,0%,4.5
Behnam Tavakkol,Business,4.9,100%,2.1
Missy Holzer,Geography,5.0,100%,2
Heba Abdo,Education,0.0,N/A,0
Oliver Pechenik,Mathematics,3.0,50%,3
Qiang Li,Business,2.0,0%,3
Kei Nakamura,Mathematics,3.0,34%,3.3
Gang He,Information Technology,3.3,67%,3
Sara Blomquist,English,3.5,72%,3
Ismael Lara,Information Technology,4.0,100%,3
Je Hyun Ro,Mathematics,5.0,100%,3.9
Cristina Lozano,Spanish,0.0,N/A,0
Daniel Malinowski,English,5.0,100%,3.2
Janace Gifford,Psychology,3.7,67%,2.7
Daniel Rubio,Philosophy,4.1,75%,3.5
Yisha Yao,Statistics,5.0,100%,2
Rayed Alotaibi,Marketing,5.0,100%,2
Christie Nelson,Information Technology,1.5,0%,1
Souvick Ghosh,Information Technology,4.0,80%,3.5
Michael Rispoli,Journalism Media Studies,5.0,100%,4
Jiayin Pan,Mathematics,5.0,100%,3
Jonathan Mayes,Physics,0.0,N/A,0
Tarik Yigit,Mathematics,4.3,85%,4
Ronald Poretz,Biochemistry,0.0,N/A,0
Kenan Guler,Business,5.0,100%,1
Ramona Bartolome-Thai,Art History,1.8,12%,4.7
Catina Crismale-Gann,Animal Science,4.0,100%,2
Lily Yucetepe,Finance,1.5,0%,3.5
Edmund Karasiewicz,Mathematics,2.2,17%,4.5
Katherine Lupo,Writing,3.5,50%,3.5
Nicholas Lorusso,Ecology Evolutionary Biology,5.0,100%,3
Cara Faillace,Ecology Evolutionary Biology,5.0,100%,3
Selen Altiok,Economics,3.5,50%,2
Jeffrey Rumen,Mathematics,2.0,0%,3
Maria Hwang,Womens Gender Studies,4.0,100%,1
Robert Connacher,Microbiology,5.0,0%,2
David Black,Philosophy,2.0,0%,5
Lydia Stockman,Public Health,3.0,100%,1
George Dahdouh,Chemistry,4.4,80%,2
Adam Broussard,Physics & Astronomy,0.0,N/A,0
Dafne Duchesne-Sotomayor,Ethnic Studies,3.0,50%,3.2
Yair Aviner,Management Science amp Information Systems,2.0,0%,4
Zheng Zhao,Economics,2.2,40%,3.2
Burak Esat,Chem amp Chemical Biology,3.3,67%,2
Arsany Hanna,Women's Studies,0.0,N/A,0
Li Yang Zhang,Mathematics,0.0,N/A,0
Peter Methot,Marketing,4.5,100%,2.2
Barbara Jones,Anthropology,0.0,N/A,0
Zakia Elsammani,Information Technology,0.0,N/A,0
Lauren Errickson,Nutrition,4.0,100%,3.5
Fanny Ramirez,Communication,4.3,100%,3
Joonhee Lee,Computer Science,4.2,80%,3.8
Sebastian Ramirez,Public Health,1.2,0%,4.4
Michael Rowin,Writing,1.0,0%,3
Leo Stefanelli,Film,5.0,100%,5
Hoonie Kang,Management,0.0,N/A,0
Maria Pagliari,English,1.0,0%,5
Mark Keitges,Writing,3.6,67%,3.4
Bob Sandvagene,Mathematics,5.0,100%,2
Brenda Hamlet,English,2.8,40%,2.9
Bill Manley,Genetics,0.0,N/A,0
Katie Kang,Communication,0.0,N/A,0
Irina Nicorici,Sociology,4.8,100%,2.2
Antony Cape,English,4.4,100%,3.4
Melkamu Zeleke,Mathematics,3.5,75%,2.5
M. Zeleke,Mathematics,3.7,67%,3.7
Kaia Shivers,Information Technology,2.0,0%,3
Janna Liggan,English,5.0,100%,3.4
Linda Santangelo-Mosley,Business,2.0,0%,3.3
Jenifer Branton-Desris,French,3.2,75%,3.2
Xian Huang,Political Science,0.0,N/A,0
Molly Graham,History,5.0,100%,2
Stephanie Pena-Alves,Sociology,5.0,100%,2
Martin Grumet,Cell Biology & Neuroanatomy,2.0,0%,4
Gonzalo Lopez,Design,0.0,N/A,0
Lilia Fernandez,Hispanic Studies,4.8,100%,2.2
Pranjal Awasthi,Computer Science,4.7,100%,3.6
William Manley,Genetics,0.0,N/A,0
Raymond Dademo,English,5.0,100%,3
Courtney Krolczyk,English,2.0,0%,5
Duncan Adams,Physics,5.0,100%,2
Michael Blatt,Labor Studies,5.0,100%,1.5
Nicholas Fox,Statistics,5.0,100%,3
Ella Wallace,Languages,2.0,0%,5
Sanghoon Kang,Business,1.2,0%,3.8
Bernard Goldband,Economics,2.1,30%,2.5
Kevin Zachary,English,4.6,100%,3.4
David Murin,Theater,4.0,100%,1
Bijoyeta Das,English,0.0,N/A,0
Valerie Tasiran,English,4.3,86%,3.3
Nicholas Beacher,Psychology,0.0,N/A,0
Jannah Handy,Womens amp Gender Studies,0.0,N/A,0
Shu Hsu,Cell Biology amp Neuroanatomy,4.6,100%,2.8
Wei Dai,Cell Biology amp Neuroanatomy,3.0,34%,2.5
Kelvin Kwan,Cell Biology amp Neuroanatomy,5.0,100%,1
Ronald Hart,Cell Biology amp Neuroanatomy,5.0,100%,3
rubab qureshi,Nursing,0.0,N/A,0
Maya Mikdashi,Middle Eastern Studies,5.0,100%,3.5
Sharon Amobi,Women's Studies,4.0,100%,3
James Morgart,Writing,0.0,N/A,0
Arcadio Matos,Information Technology,4.0,100%,3
Kihyun Kim,Marketing,3.7,100%,2.3
Marlin Hendrix,Psychology,5.0,100%,2
Alexandra Gervis,Sociology,0.0,N/A,0
Siyuan Lu,Mathematics,5.0,100%,2.3
Bhargav Tarpara,Computer Science,0.0,N/A,0
Steven Kristoph,Landscape Architecture amp Regional Planning,3.5,50%,4
Gennine Wittreich,Writing,3.7,80%,2.3
Dustin Stalnaker,English,4.0,100%,3.5
J. Victoria Laszlo,Social Work,5.0,100%,2.8
Yuqi Wang,Social Work,0.0,N/A,0
Nick Costantino,English,0.0,N/A,0
Jefra Schaefer,Environmental Science,4.0,100%,2
Amy Riley,Public Health,4.0,100%,2
Carolyn Gerdes,Food Science,3.0,100%,1
Lee Sun Choi,Philosophy,1.0,0%,5
James Morgart,English,4.4,80%,4.6
Chris Ellison,Genetics,5.0,100%,3.5
Purvi Gupta,Mathematics,4.3,78%,3.5
Alexander Mazzaferro,English,0.0,N/A,0
Jason Kapsack,Mathematics,0.0,N/A,0
Sven Moumlller,Mathematics,0.0,N/A,0
Bobby Dennis,Chemistry,0.0,N/A,0
Ying Chao Kao,Sociology,4.0,100%,4
Scott Miccio,Writing,4.0,100%,3.5
Pham Tiep,Mathematics,4.5,100%,3
Snehal Sakpal,Communication,1.0,0%,4
John McGowan,Economics,2.6,40%,3
Sarah Barriage,Information Science,4.0,100%,4
Jamie Howe,Information Science,3.0,100%,4
Mike Pavlichko,Journalism amp Media Studies,4.5,100%,3
Miss Snow,Leadership amp Organization,1.0,0%,4
Darcy Searles,Communication,5.0,100%,3
Geisa Rocha,International Studies,0.0,N/A,0
Kelly Spendlove,Mathematics,2.5,50%,4.8
Samuel Braunfeld,Mathematics,0.0,N/A,0
Randi Salm,Nursing,0.0,N/A,0
Analia Albuja,Psychology,5.0,100%,2
Carolyn Gerdes,Health Science,4.0,100%,1
Justin Semonsen,Mathematics,5.0,100%,3
Rula Wilson,Nursing,0.0,N/A,0
Nicholas Winter,Linguistics,5.0,100%,4
Lori Hoggard,Psychology,3.6,72%,2
Diego Anzoategui,Economics,3.7,67%,4
Bakary Diaby,English,5.0,100%,2
Jeongsub Choi,Business,3.9,77%,3.1
Mohammed Kabbani,Education,5.0,100%,2.5
Miriam Jaffe,Social Work,5.0,100%,3
Trishala Parthasarathi,Psychology,0.0,N/A,0
Aabhas Paliwal,Business,1.0,0%,5
Tenisha Howard,Women's Studies,0.0,N/A,0
Antonio Perret,Education,5.0,100%,2
Edward DeMauro,Engineering,4.7,100%,4.3
Pan Pan,Chinese,4.0,67%,3.7
Weiqi Vicky Xiong,Economics,1.0,0%,4
Kandarp Chokshi,Information Technology,4.0,84%,3.8
Carly Huff,Education,0.0,N/A,0
Gregory Salmieri,Philosophy,2.8,20%,4.4
Valdis Krumins,Science,1.5,0%,3
Pritish Sahu,Computer Science,0.0,N/A,0
Akash Pandey,Information Technology,3.6,72%,3.7
Amiko Li,Art amp Design,0.0,N/A,0
James Maraventano,Education,0.0,N/A,0
Kevin Ferguson,Computer Science,5.0,100%,3
Maxwell Sater,English,0.0,N/A,0
Man Shun Ma,Mathematics,3.5,75%,3
Johan Mathew,History,3.0,50%,3.3
Chasity Walters,Public Health,5.0,100%,2
Barkha Patel,Urban Studies,5.0,100%,4
Thomas Moomjy,American Studies,4.6,92%,2.2
Ethan Cline,Physics amp Astronomy,0.0,N/A,0
Lloyd Klein,Law,0.0,N/A,0
Georgiana Haldeman,Computer Science,1.3,10%,3.6
Kathryn Phillips,Cell Biology amp Neuroanatomy,5.0,100%,3.5
Gabrielle Rendek,English,1.0,0%,4
Matthew Walsman,Supply Chain Management,4.4,80%,2.8
Robert Mattera,Agriculture,0.0,N/A,0
Jennifer Booker,Information Technology,3.0,0%,4
Ying Liu,Information Technology,0.0,N/A,0
Michael Lahr,Public Health,4.0,50%,2
Madhav Arora,Womens amp Gender Studies,0.0,N/A,0
Bernadette Gailliard,Communication,3.4,20%,3.2
Karina Daves,Womens amp Gender Studies,5.0,100%,1
Jennifer Burgis,Philosophy,4.9,100%,2.1
Courtney Krolczyk,Writing,3.0,75%,3.7
Allan Isaac,American Studies,4.2,88%,3
Mark Chunming Li,Statistics,3.0,100%,2
Om Kothari,Chemistry,0.0,N/A,0
James White,Business,5.0,100%,3
Kim Chaney,Psychology,5.0,100%,3
David Henry,Public Health,2.5,50%,2.5
Amy Dunford,Planning amp Public Policy,4.0,100%,3
Giselle Winchester,Spanish,5.0,100%,3
Erick Rojas,Public Health,0.0,100%,0
Anja Vojvodic,Political Science,4.8,86%,2.6
Hajar Shirley,Information Technology,3.0,84%,3
Caitlin Reilly,Spanish,5.0,100%,1
Dawei Li,Geology,0.0,N/A,0
Robert Staudt,Landscape Architecture amp Regional Planning,2.0,0%,3
Abril Jimenez,Spanish,0.0,N/A,0
Henry Boachi,Journalism amp Media Studies,4.0,67%,3
James Lynch-Urbaniak,Education,5.0,100%,1.2
Tianhao Luo,Statistics,3.3,34%,3.7
Jocelyn Crowley,Planning & Public Policy,4.0,100%,4
Villalba Celines,Spanish,0.0,N/A,0
Sabrina Misirhiralall,Womens & Gender Studies,5.0,100%,2.3
Antu Yacob,Theater,1.0,34%,4
Tejas Thakur,Computer Science,5.0,100%,1.5
Annegret Burtscher,Mathematics,0.0,N/A,0
Mehmet Ergin,Cognitive Science,0.0,N/A,0
Elizabeth Boudreau,Marketing,4.8,100%,2.3
James Goodrich,Philosophy,5.0,100%,3
Mary Hrywna,Public Health,4.7,100%,2.3
James Grayot,Philosophy,2.5,50%,4.5
Rafael Vizcaino,English,2.5,0%,4.5
Kranthi Mandava,Chem & Chemical Biology,5.0,100%,3
Deirdre O'Carroll,Chemistry,5.0,100%,3
Robert Hayes,Chemistry,3.7,67%,2.3
Dong Hyeon Jeong,Religion,4.6,80%,3.2
Cass Sherman,Mathematics,0.0,N/A,0
Danielle Larkin,Human Resources Management,5.0,100%,3
Lee Polonsky,Planning & Public Policy,5.0,100%,3
Satyasikha Chakraborty,History,5.0,100%,2
Colleen McGuire,Social Work,0.0,N/A,0
Julia Ritter,Dance,3.0,0%,4
Leslie Guarino,Education,0.0,N/A,0
Joseph Schatz,Finance,0.0,N/A,0
Mayte Redcay,Social Work,5.0,100%,4
Gabriel Winant,Labor Studies,4.0,100%,5
Sahra Ryklief,Labor Studies,4.0,50%,3.5
Donna Bassolino,Chemistry,0.0,N/A,0
Etika World-Network,Digital Filmmaking,0.0,N/A,0
Laura Liang,Public Health,5.0,100%,1.5
Ron michelas,Genetics,0.0,N/A,0
Yoshimi Valentine,Japanese,4.8,100%,3
Yichuan Liu,Finance,4.0,100%,3
Nicola Tarasca,Mathematics,4.0,67%,2.7
Christopher Ordway,Biology,5.0,100%,3.5
Julie Stine,English,0.0,N/A,0
Chenjerai Kumanyika,Journalism amp Media Studies,5.0,100%,4
Xiye Yang,Economics,1.0,25%,4.3
Troy Messick,Linguistics,4.0,75%,1
Zachary Dau,Linguistics,5.0,100%,1.5
Jennifer Zachary,Operations Management,0.0,N/A,0
Mark Plummer,Science,2.3,34%,4.7
William Updale,Information Technology,4.0,100%,3
Veronica Armour,Information Technology,2.6,20%,4
Allison Emory,Criminology,4.5,100%,1.8
Ingrid Steiner,Art History,5.0,100%,1
Kristen Labazzo,Engineering,5.0,100%,2.2
Thomas Bryant,Business,0.0,N/A,0
Pablo Ortiz,Exercise amp Sport Science,4.3,75%,4.3
Michelle Van Noy,Management,5.0,100%,3
Caterina Agostini,Italian,2.0,40%,2.2
Wayne Bivens-Tatum,Library amp Information Science,0.0,N/A,0
Edward Durner,Accounting,0.0,N/A,0
Sevinc Ozturk,English,4.7,100%,3
Priti Narayan,Asian Studies,0.0,N/A,0
Margarita Rovenskaya,Music,0.0,N/A,0
Erik Riverson,Social Work,3.3,67%,3
Robert Zisk,Educational Psychology,0.0,N/A,0
Qingfeng Nie,English,4.7,67%,3.7
Harsh Modi,Physics,5.0,100%,2
Stephanie Cronenberg,Music Education,5.0,100%,1.5
Karina Ruth,Fine Arts,0.0,N/A,0
Longfei Qiu,Computer Science,5.0,100%,4
Rijo Urakath,Chemistry,5.0,100%,1
Gerald Delk,Finance,5.0,100%,2
Feri Paydar,Languages,5.0,100%,2.3
Tracy Davis,Exercise amp Sport Science,1.5,34%,3.5
Ryan Galinkin,Physics,5.0,100%,1
Shrey Aravindan,Health Science,0.0,N/A,0
Ali Tosyali,Information Technology,0.0,N/A,0
Richard Esposito,Philosophy,3.0,100%,3
Juan Cartagena,Criminal Justice,4.0,100%,4
Shiu-Ying Ho,Food Science,1.0,0%,5
Natalie Teale,Geography,5.0,100%,3.3
Paula Del Rosso,Education,0.0,N/A,0
scott borden,Counseling amp Educational Psych,5.0,100%,1.5
Marina Gulak,Linguistics,3.0,50%,4
Sara Moghtadernejad,Engineering,4.7,100%,3.3
Shane Kepley,Mathematics,1.0,0%,4
Gave Habash,Creative Writing,5.0,100%,1.5
Shreyas Ravindra,Philosophy,5.0,100%,1
Hayley Thompson,Political Science,0.0,N/A,0
Mustafa Jaffry,Chem amp Chemical Biology,5.0,100%,3.3
Mark Li,Statistics,0.0,N/A,0
Yalidy Matos,Political Science,3.2,50%,3.6
Margaret Billy Quandt,Human Resources Management,3.0,100%,1
Gina Suriano,Leadership amp Organization,4.7,100%,3.3
Andrew Koerner,Exercise amp Sport Science,5.0,100%,1
Sangeeta Chatterji,Social Work,0.0,N/A,0
SANGAHN KIM,Business,5.0,100%,2.3
Shishir Chundawat,Chemical amp Biological Engin.,4.0,100%,3
Elaine Traldi,Computer Science,4.5,90%,2.8
Nicholas Gaskill,English,3.5,50%,3
Bridget Purcell,Anthropology,5.0,70%,3.8
Ben Bakelaar,Information Technology,3.0,100%,2
Mitch Zahler,Information Technology,2.3,25%,3
Jason Rubinstein,Psychology,1.0,0%,4.5
Adam Aziz,Middle Eastern Studies,0.0,N/A,0
Mark Perry,Health Science,5.0,100%,2.7
Rhonda Smith,Health Science,5.0,100%,2
Bradley Evans,English,0.0,N/A,0
Abdolmajid Yolmeh,Business,4.0,0%,5
Patricia Findley,Social Work,0.0,N/A,0
Antony Uzwiak,Biology,5.0,50%,2
Thomas Noah,Philosophy,2.0,0%,1
Elizabeth Welch,Information Technology,5.0,100%,2
Andrew Nieuwkoop,Chemistry,4.5,100%,4
Vincent Marinelli,History,5.0,100%,3
Theodore Sider,Philosophy,0.0,N/A,0
Wan Wei,Communication,4.7,100%,2.5
Rachel Rubenstein,Psychology,4.5,100%,1.5
Trevor Smolsky,African Studies,0.0,N/A,0
Michael Mendonez,Writing,4.8,100%,3.4
Raul Cabrera,Agriculture,0.0,N/A,0
Xusong Du,Chemistry,5.0,100%,4
Tiffani Garlic,Communication,0.0,N/A,0
Mary Nikola,Leadership amp Organization,1.0,0%,1
Paul Meers,Biotechnology,0.0,100%,0
David Motovidlak,Information Technology,3.0,50%,3
Melissa Smith,Social Work,0.0,N/A,0
Varvara Kalokyri,Computer Science,0.0,N/A,0
Kaitlin Costello,Information Science,0.0,N/A,0
Saul Rubinstein,Labor Studies,5.0,100%,3
Bo Lei,Engineering,2.0,0%,4
Paul Ocampo,Dance,4.5,100%,2
David Boylan,Philosophy,5.0,100%,3.3
Rob Doran,Computer Science,0.0,N/A,0
Ian Mckenzie,French,4.0,0%,3
Robin Mckeon,Education,3.0,67%,1.3
HILTON FRANCIS,Economics,0.0,N/A,0
Tapia Sanchez,Mathematics,3.0,50%,3.8
Kevin Higgins,Finance,0.0,N/A,0
Harry Boutin,Writing,0.0,N/A,0
Thomas Decker,English,3.5,67%,4.5
Richard Alomar,Landscape Architecture amp Regional Planning,3.5,50%,3.5
Sandra Chatterjee,Dance,1.5,0%,4
Dave Kleinschmidt,Psychology,0.0,N/A,0
Peter Townsend,Chem amp Chemical Biology,0.0,N/A,0
Stephen Agosto,Theater,4.0,50%,3.5
Rebecca Cypess,Music,5.0,100%,1
Rachel Zhang,Linguistics,1.0,0%,2
Charles Reiling,Mathematics,0.0,N/A,0
Chinaza Onyile,Social Work,5.0,100%,1.8
Alice Mark,Mathematics,1.6,0%,5
Kirollos Gadalla,Engineering,5.0,100%,2
Ameron Bhaala,International Studies,0.0,N/A,0
Vanessa Daza,Writing,4.0,60%,3.5
Lauren Swift,Writing,3.0,0%,4
Mohamad Omar Ani,Chemistry,5.0,100%,2
Catalina Tuca,Art & Design,5.0,100%,4
Jon Ramrup,Planning & Public Policy,5.0,100%,4
Alex Saville,English,4.5,100%,3
Rudrani Gangopadhyay,Comparative Literature,5.0,100%,3.5
Karen Schindler,Genetics,0.0,N/A,0
James Busuito,Music Performance,5.0,100%,1
Jad Kaado,Writing,3.5,50%,3.5
Vyshali Manivanna,English,0.0,N/A,0
Amy Gong,Psychology,0.0,N/A,0
Roberta Hunter,Education,3.0,100%,1
Maribel Plasencia,Psychology,5.0,100%,2
Dan Merchant,Biology,3.2,56%,4
Christopher Willard-Kyle,Philosophy,0.0,N/A,0
Kibum Lee,Chem amp Chemical Biology,0.0,N/A,0
Jessica Saalfield,Exercise & Sport Science,0.0,N/A,0
Yoni Friedman,Cognitive Science,0.0,N/A,0
Rachel Miller,American Studies,2.0,50%,4
Scott Seibert,Human Resources Management,1.0,50%,3
Demetrios Lambropoulos,Engineering,5.0,100%,3
Jeanne Koller,Social Work,5.0,100%,1
John Farmer,Political Science,0.0,N/A,0
Taylor White-Welchen,Communication,5.0,100%,2.7
Sunita Ahlawat,Accounting,2.0,0%,5
Weijia Peng,Economics,3.7,67%,3.7
Abram Gabriel,Biochem. amp Molecular Biology,2.0,0%,3
Ashley Shahidullah,Education,5.0,100%,1.7
Bryan DeSousa,English,1.0,0%,5
Aaron Tussing,Social Work,5.0,100%,3
Erin Nemiroff,English,4.8,100%,3
Jason Saied,Mathematics,0.0,N/A,0
Mingjia Yang,Mathematics,4.2,80%,4.2
Akhila Naik,Mathematics,0.0,N/A,0
Joseph Frankie,Mathematics,4.8,100%,3.5
Mark Pierce,Bioengineering,0.0,N/A,0
Jacquelyn Litt,Women's Studies,0.0,N/A,0
Chiara Degli-Esposti,French,0.0,N/A,0
Elena Queirolo,Mathematics,0.0,N/A,0
Evan Bird,Anthropology,5.0,100%,3
Jessie Dicker,Computer Science,0.0,N/A,0
Dennis Kriventsov,Mathematics,0.0,100%,0
Xiaojun Huang,Mathematics,0.0,100%,0
Yanyan Li,Mathematics,0.0,N/A,0
Kasper Larsen,Mathematics,0.0,N/A,0
Jacob Lee,Exercise & Sport Science,4.8,100%,1.9
Kaicheng Zhan,Communication,0.0,100%,0
Mary Alcaro,English,4.0,50%,3
Vanessa Garcia,Nursing,5.0,100%,2
Rebecca Davis,Social Work,0.0,N/A,0
Elio Santos,Psychology,3.0,100%,3
Sten Knutsen,Psychology,4.0,100%,3
Anthony Broccoli,Environmental Science,0.0,N/A,0
Cheron Rountree,Planning amp Public Policy,0.0,N/A,0
Melissa Kung,Business,4.3,84%,3.3
Diana Roopchand,Food Science,0.0,N/A,0
Sophia Fu,Communication,0.0,N/A,0
Sunhee Kim,Educational Psychology,0.0,N/A,0
Enid Morales,Pharmacy,0.0,N/A,0
Jonathan Pulliza,Information Technology,1.8,20%,4
Laura Pizzi,Pharmacy,0.0,N/A,0
Jessica Poling,Sociology,5.0,100%,3
Rebecca Potosky,Animal Science,0.0,N/A,0
Richard Buckley,Landscape Architecture & Regional Planning,0.0,N/A,0
Steff Gallante,Exercise & Sport Science,3.5,50%,2.8
Yutian Yang,Economics,2.0,25%,4.7
Barbara Gonzalez-Palmer,Music,0.0,N/A,0
Lina Qu,Chinese,0.0,N/A,0
Kristen Hendricks,Mathematics,4.0,100%,4
Henryk Iwaniec,Mathematics,0.0,N/A,0
Lora Galabi,English,3.5,50%,4
Sarah Gold,Social Work,0.0,N/A,0
Charles Venti,Social Work,5.0,100%,2
Mark Sheerin,Social Work,1.0,0%,1.7
Akhil Patil,Management Science & Information Systems,4.0,50%,3.5
Sakia Zalime,Sociology,4.0,100%,3
Andrew Gow,Pharmacy,0.0,N/A,0
Catherine Naeve,History,1.8,0%,3.8
Jacqueline Moore,Womens & Gender Studies,4.0,100%,4
Richard Leopold,Biology,0.0,N/A,0
Lisa Shea,Creative Writing,5.0,100%,2
Noam Goldberg,Information Technology,1.0,0%,4.5
Annalise Roberts,Writing,5.0,100%,3
Paul Orbe,Chemistry,5.0,100%,2.5
Rohi Muthyala,Geography,4.8,100%,2.5
Jack Skydell,Economics,0.0,N/A,0
Jinyoung Kim,Korean,5.0,100%,4
Jennifer Zachary,Labor Studies,0.0,N/A,0
Richard Ludescher,Food Science,0.0,N/A,0
Selena Ross,Middle Eastern Studies,1.3,0%,4.7
Jennifer Bridenbaugh,Nursing,0.0,N/A,0
Johan Matthews,Middle Eastern Studies,0.0,N/A,0
Robert Whitekettle,Social Work,0.0,N/A,0
Kathy Shoemaker,Education,0.0,N/A,0
Haim Brezis,Mathematics,0.0,N/A,0
Jaume Villanueva,Business,4.0,100%,4
Amy Weiss,History,1.0,0%,4
Thomas Conte,Writing,0.0,N/A,0
Thomas Hill,Health Science,0.0,N/A,0
Jeong Eun We,English,0.0,N/A,0
Collin Williamson,Cinema,5.0,67%,4
Jin Young Kim,Korean,5.0,100%,4
Junting Li,Human Resources Management,0.0,N/A,0
Malcolm Gossett,Humanities,5.0,100%,2
Ariel Kruger,Anthropology,1.0,0%,5
Danielle Allor,English,5.0,100%,3
Song Hee Park,Communication,5.0,100%,2
Yoza Mitsuishi,Languages,0.0,N/A,0
Raffaella Fusco,Italian,0.0,N/A,0
Cherie Braden,Philosophy,4.8,100%,4.1
Alessa Valentin,Womens & Gender Studies,3.7,80%,3.3
Karma Frierson,Anthropology,1.5,0%,4.5
Karyn Collins,Journalism & Media Studies,3.0,34%,4
Bailey Socha,Political Science,4.0,84%,3
Karen Bennett,Philosophy,5.0,100%,2.5
Peggy Reed,Fine Arts,5.0,100%,1
Alfred Haas,Bioengineering,0.0,N/A,0
Brian Leftow,Philosophy,3.0,75%,3
Matt McGrath,Philosophy,0.0,N/A,0
Colleen Campbell,Social Work,0.0,N/A,0
Lissette Herrera,Communication,0.0,N/A,0
Asa Paris,Social Work,0.0,N/A,0
David Herrera,Mathematics,0.0,N/A,0
Yarden Avital,English,5.0,100%,3
Louis Rolsky,Religion,0.0,N/A,0
Azriela Jaffe,Communication,0.0,N/A,0
Rachel Davis,Public Health,0.0,100%,0
Daniel Hidalgo,Computer Science,5.0,100%,5
Lior Yohanani,Sociology,0.0,N/A,0
Kathryn Lancioni,Communication,5.0,100%,3
Caley Howland,Philosophy,3.0,100%,4
Daniel Hoffman,Nutrition,0.0,100%,0
Spencer Pierini,Engineering,0.0,N/A,0
Diana Soltani,Computer Science,5.0,100%,4
Eviatar Zerubavel,Sociology,0.0,N/A,0
Max Tischfield,Cell Biology & Neuroanatomy,5.0,100%,4
Candice Chavez,Psychology,1.8,0%,4
colette barrow,Health Science,0.0,N/A,0
Bo Dong,Computer Science,5.0,100%,3.3
Anam Shaikh,Physics,5.0,100%,3
Ajua Kouadio,Education,0.0,N/A,0
Donna Stelluto,Education,0.0,N/A,0
Erika Nava,Spanish,0.0,N/A,0
Hessa Al-Mohannadi,Journalism & Media Studies,0.0,N/A,0
Matthew Cushing,Information Technology,5.0,100%,2.5
David Kleinschmidt,Psychology,4.5,100%,3.3
Brandon Williams,Music,0.0,N/A,0
Maria Grazia,Italian,0.0,N/A,0
Alexandra Walczak,Microbiology,0.0,N/A,0
